Data
2010-09-15 00:00:00,27,,,
2010-10-15 00:00:00,37,,,
2010-11-15 00:00:00,87,,,
2010-12-15 00:00:00,25,,,
2011-01-15 00:00:00,45,,,
2011-02-15 00:00:00,42,,,
2011-03-15 00:00:00,39,,,
2011-04-15 00:00:00,23,,,
2011-05-15 00:00:00,50,,,
2011-06-15 00:00:00,25,,,
2011-07-15 00:00:00,16,,,
2011-08-15 00:00:00,49,,,
2011-09-15 00:00:00,38,,,
2011-10-15 00:00:00,30,,,
2011-11-15 00:00:00,31,,,
2011-12-15 00:00:00,27,,,
2012-01-15 00:00:00,28,,,
2012-02-15 00:00:00,33,,,
2012-03-15 00:00:00,42,,,
2012-04-15 00:00:00,45,,,
2012-05-15 00:00:00,65,,,
2012-06-15 00:00:00,41,,,
2012-07-15 00:00:00,22,,,
2012-08-15 00:00:00,35,,,
2012-09-15 00:00:00,31,,,
2012-10-15 00:00:00,55,,,
2012-11-15 00:00:00,35,,,
2012-12-15 00:00:00,49,,,
2013-01-15 00:00:00,59,,,
2013-02-15 00:00:00,53,,,
2013-03-15 00:00:00,50,,,
2013-04-15 00:00:00,42,,,
2013-05-15 00:00:00,32,,,
2013-06-15 00:00:00,52,,,
2013-07-15 00:00:00,15,,,
2013-08-15 00:00:00,28,,,
2013-09-15 00:00:00,41,,,
2013-10-15 00:00:00,54,,,
2013-11-15 00:00:00,52,,,
2013-12-15 00:00:00,41,,,
2014-01-15 00:00:00,81,,,
2014-02-15 00:00:00,109,,,
2014-03-15 00:00:00,114,,,
2014-04-15 00:00:00,100,,,
2014-05-15 00:00:00,129,,,
2014-06-15 00:00:00,117,,,
2014-07-15 00:00:00,83,,,
2014-08-15 00:00:00,112,,,
2014-09-15 00:00:00,124,,,
2014-10-15 00:00:00,96,,,
2014-11-15 00:00:00,126,,,
2014-12-15 00:00:00,109,,,
2015-01-15 00:00:00,122,,,
2015-02-15 00:00:00,77,,,
2015-03-15 00:00:00,89,,,
2015-04-15 00:00:00,126,,,
2015-05-15 00:00:00,32,,,
2015-06-15 00:00:00,70,,,
2015-07-15 00:00:00,65,,,
2015-08-15 00:00:00,87,,,
2015-09-15 00:00:00,45,,,
2015-10-15 00:00:00,127,,,
2015-11-15 00:00:00,137,,,
2015-12-15 00:00:00,131,,,
2016-01-15 00:00:00,113,,,
2016-02-15 00:00:00,149,,,
2016-03-15 00:00:00,105,,,
2016-04-15 00:00:00,119,,,
2016-05-15 00:00:00,121,,,
2016-06-15 00:00:00,148,,,
2016-07-15 00:00:00,79,,,
2016-08-15 00:00:00,115,,,
2016-09-15 00:00:00,109,,,
2016-10-15 00:00:00,136,,,
2016-11-15 00:00:00,178,,,
2016-12-15 00:00:00,114,,,
2017-01-15 00:00:00,139,,,
2017-02-15 00:00:00,128,,,
2017-03-15 00:00:00,131,,,
2017-04-15 00:00:00,92,,,
2017-05-15 00:00:00,92,,,
2017-06-15 00:00:00,117,,,
2017-07-15 00:00:00,95,,,
2017-08-15 00:00:00,174,,,
2017-09-15 00:00:00,234,,,
2017-10-15 00:00:00,298,,,
2017-11-15 00:00:00,230,,,
2017-12-15 00:00:00,203,,,
2018-01-15 00:00:00,223,,,
2018-02-15 00:00:00,235,,,
2018-03-15 00:00:00,224,,,
2018-04-15 00:00:00,261,,,
2018-05-15 00:00:00,195,,,
2018-06-15 00:00:00,178,,,
2018-07-15 00:00:00,223,,,
2018-08-15 00:00:00,278,,,
2018-09-15 00:00:00,260,,,
2018-10-15 00:00:00,374,,,
2018-11-15 00:00:00,317,,,
2018-12-15 00:00:00,230,,,
2019-01-15 00:00:00,343,,,
2019-02-15 00:00:00,330,,,
2019-03-15 00:00:00,304,,,
2019-04-15 00:00:00,180,,,
2019-05-15 00:00:00,214,,,
2019-06-15 00:00:00,171,,,
2019-07-15 00:00:00,142,,,
2019-08-15 00:00:00,207,,,
2019-09-15 00:00:00,303,,,
2019-10-15 00:00:00,441,,,
2019-11-15 00:00:00,347,,,
2019-12-15 00:00:00,276,,,
2020-01-15 00:00:00,397,,,
2020-02-15 00:00:00,380,,,
2020-03-15 00:00:00,326,,,
